domain,block_type,doi,title,attempted_url
doi.org,html_landing_page,10.17028/rd.lboro.30665393.v1,Research Data for: Accurate Energies for ππ* Excited States via Exchange Scaling: the XS-CASSF metho,https://doi.org/10.17028/rd.lboro.30665393.v1
doi.org,html_landing_page,10.17169/refubium-17167,Quantenchemische und quantendynamische Rechnungen zur Schwingungsanregung und Photodissoziation von ,https://doi.org/10.17169/refubium-17167
doi.org,html_landing_page,10.18452/37580,Ab Initio Insights into Molecular Magnetism,https://doi.org/10.18452/37580
doi.org,html_landing_page,10.21203/rs.3.rs-1879560/v1,"Theoretical investigation of the spectroscopic properties of ZnTe, ZnTe + , and ZnTe - systems",https://doi.org/10.21203/rs.3.rs-1879560/v1
doi.org,html_landing_page,10.22161/ijcmp.9.2.2,Theoretical investigation of low-lying electronic states of the Be+He molecular ion: Potential energ,https://doi.org/10.22161/ijcmp.9.2.2
doi.org,html_landing_page,10.25365/thesis.32546,Competing light induced molecular torsions,https://doi.org/10.25365/thesis.32546
doi.org,html_landing_page,10.25365/thesis.48585,"Excited state dynamics of 5,6-dihydroxyindole, a eumelanin building block in water and methanol",https://doi.org/10.25365/thesis.48585
doi.org,html_landing_page,10.25365/thesis.50999,Theoretical investigation of the photodissociation of solvated phenol,https://doi.org/10.25365/thesis.50999
doi.org,html_landing_page,10.25365/thesis.55667,Excited-state mechanisms and dynamics of the ruthenium nitrosyl complex trans-[RuCl(NO)(Py)4]2+,https://doi.org/10.25365/thesis.55667
doi.org,html_landing_page,10.25560/6945,Development of Algorithms for the Direct Multi-Configuration Self- Consistent Field (MCSCF) Method,https://doi.org/10.25560/6945
doi.org,html_landing_page,10.26268/heal.uoi.2799,Μηχανιστική μελέτη φωτοδιάσπασης και φωτομετάθεσης του αιθυλοβενζολίου με υπολογισμούς CASSCF/CASPT,https://doi.org/10.26268/heal.uoi.2799
doi.org,html_landing_page,10.26268/heal.uoi.9681,Μηχανιστική μελέτη φωτοδιάσπασης και φωτομετάθεσης του τολουολίου με υπολογισμούς CASSCF/CASPT2,https://doi.org/10.26268/heal.uoi.9681
doi.org,html_landing_page,10.26434/chemrxiv-2024-5hc8g,A Hybrid Meta On-Top Functional for Multiconfiguration Pair-Density Functional Theory,https://doi.org/10.6082/gezh8-sd850
doi.org,html_landing_page,10.4028/www.scientific.net/amr.699.107,The Study of Bond Selective Photochemistry in CH&lt;sub&gt;2&lt;/sub&gt;BrCl,https://doi.org/10.4028/www.scientific.net/amr.699.107
doi.org,html_landing_page,10.47749/t/unicamp.2025.1500860,"Estudo teórico das propriedades espectroscópicas, sob efeitos relativísticos, para os sistemas diatô",https://doi.org/10.47749/t/unicamp.2025.1500860
doi.org,html_landing_page,10.48420/30204577.v2,"Research data for: ""Electron and Nuclear Spin Dynamics of a Lanthanide Complex in Solution""",https://doi.org/10.48420/30204577.v2
doi.org,html_landing_page,10.48420/30888737,"Research data for ""Hydration States of Transplutonium Ions Alter Electronic Structure""",https://doi.org/10.48420/30888737
doi.org,html_landing_page,10.48550/arxiv.2505.20055,Triplets in the cradle: ultrafast dynamics in a cyclic disulfide,https://doi.org/10.48550/arxiv.2505.20055
doi.org,html_landing_page,10.48550/arxiv.2505.23344,A Descriptor Is All You Need: Accurate Machine Learning of Nonadiabatic Coupling Vectors,https://doi.org/10.48550/arxiv.2505.23344
doi.org,html_landing_page,10.48550/arxiv.2511.05732,Performance of Automatic Active Space Selection for Electronic Excitation Energies,https://doi.org/10.48550/arxiv.2511.05732
doi.org,html_landing_page,10.48550/arxiv.2512.07537,XMCQDPT2-Fidelity Transfer-Learning Potentials and a Wavepacket Oscillation Model with Power-Law Dec,https://doi.org/10.48550/arxiv.2512.07537
doi.org,html_landing_page,10.48550/arxiv.2512.19778,Validation of Quantum Computing for Transition Metal Oxide-based Automotive Catalysis,https://doi.org/10.48550/arxiv.2512.19778
doi.org,html_landing_page,10.48550/arxiv.2604.17925,State-Averaged Quantum Algorithms for Multiconfigurational Surface Chemistry: A Benchmark on Rh@TiO2,https://doi.org/10.48550/arxiv.2604.17925
doi.org,html_landing_page,10.48550/arxiv.2604.25603,Accelerated Surface Hopping via Scaling the Spin--Orbit Coupling: Opportunities for Machine Learning,https://doi.org/10.48550/arxiv.2604.25603
doi.org,html_landing_page,10.48550/arxiv.2604.26428,A Theoretical Investigation of the Thermal and Photochemical Mechanisms of Ethylbenzene Dehydrogenat,https://doi.org/10.48550/arxiv.2604.26428
doi.org,html_landing_page,10.48550/arxiv.2605.04283,"An extended ab initio theory of the V$_{\text{B}}^-$ center in hBN: excited states, Jahn-Teller dist",https://doi.org/10.48550/arxiv.2605.04283
doi.org,html_landing_page,10.48550/arxiv.2605.22394,Dynamic electron correlation energy for multireference wavefunction methods from one- and two-electr,https://doi.org/10.48550/arxiv.2605.22394
doi.org,html_landing_page,10.48550/arxiv.2606.02917,Vibrations Drive Ultrafast Intersystem Crossing of a Photoexcited Cr(III) Complex,https://doi.org/10.48550/arxiv.2606.02917
doi.org,html_landing_page,10.48550/arxiv.2606.17761,Constrained Optimization Algorithms for Orbital Optimization in Quantum Chemistry,https://doi.org/10.48550/arxiv.2606.17761
doi.org,html_landing_page,10.48550/arxiv.2607.05786,A Quantum-HPC Hybrid Workflow for Reaction-Center Electronic Dynamics: Application to a Cytochrome P,https://doi.org/10.48550/arxiv.2607.05786
doi.org,html_landing_page,10.48550/arxiv.2607.08178,State-Averaged Density Matrix Embedding Theory for Local Excitations,https://doi.org/10.48550/arxiv.2607.08178
doi.org,html_landing_page,10.48700/datst.9sg2b-myd78,Data for A Descriptor Is All You Need: Accurate Machine Learning of Nonadiabatic Coupling Vectors,https://doi.org/10.48700/datst.9sg2b-myd78
doi.org,html_landing_page,10.48700/datst.t55em-ndc28,Data for our contribution to COLUMBUS -An Efficient and General Program Package for Ground and Excit,https://doi.org/10.48700/datst.t55em-ndc28
doi.org,html_landing_page,10.48700/ff6ba-k3y07,Data for our contribution to COLUMBUS -An Efficient and General Program Package for Ground and Excit,https://doi.org/10.48700/ff6ba-k3y07
doi.org,html_landing_page,10.48700/nrjxy-crx39,Data for A Descriptor Is All You Need: Accurate Machine Learning of Nonadiabatic Coupling Vectors,https://doi.org/10.48700/nrjxy-crx39
doi.org,html_landing_page,10.5167/uzh-433777,Theoretical Approaches to Electronic Structure Probing at Metal Surface and Interface,https://doi.org/10.5167/uzh-433777
doi.org,html_landing_page,10.5194/epsc2026-694,Ribose Photochemistry in Space: Non-adiabatic Reaction Pathways,https://doi.org/10.5194/epsc2026-694
doi.org,html_landing_page,10.5281/zenodo.10053324,Supplementary Material: molecular geometries and isotropic NMR shieldings of the systems used to tes,https://doi.org/10.5281/zenodo.10053324
doi.org,html_landing_page,10.5281/zenodo.10053325,Supplementary Material: molecular geometries and isotropic NMR shieldings of the systems used to tes,https://doi.org/10.5281/zenodo.10053325
doi.org,html_landing_page,10.5281/zenodo.10449450,Chemical Control of Excited-State Reactivity of the Anionic Green Fluorescent Protein Chromophore,https://doi.org/10.5281/zenodo.10449450
doi.org,html_landing_page,10.5281/zenodo.1255998,Substituent Position Effects On Sunscreen Photodynamics: A Closer Look At Methyl Anthranilate,https://doi.org/10.5281/zenodo.1255998
doi.org,html_landing_page,10.5281/zenodo.17406994,Ab initio potential energy curves and spin-orbit couplings of $CO^{2+}$,https://doi.org/10.5281/zenodo.17406994
doi.org,html_landing_page,10.5281/zenodo.17406995,Ab initio potential energy curves and spin-orbit couplings of $CO^{2+}$,https://doi.org/10.5281/zenodo.17406995
doi.org,html_landing_page,10.5281/zenodo.17955574,Supporting Data: A Tutorial on Mechanistic Modeling of Nonstatistical Reactivity: Example of Light a,https://doi.org/10.5281/zenodo.17955574
doi.org,html_landing_page,10.5281/zenodo.17955575,Supporting Data: A Tutorial on Mechanistic Modeling of Nonstatistical Reactivity: Example of Light a,https://doi.org/10.5281/zenodo.17955575
doi.org,html_landing_page,10.5281/zenodo.17981972,The fine effects of high magnetic fields on hyperfine shifts,https://doi.org/10.5281/zenodo.17981972
doi.org,html_landing_page,10.5281/zenodo.17981973,The fine effects of high magnetic fields on hyperfine shifts,https://doi.org/10.5281/zenodo.17981973
doi.org,html_landing_page,10.5281/zenodo.18034314,"Supplementary Research Data for ""Decomposition of magnetic coupling in μ-oxo-bridged metal complexes",https://doi.org/10.5281/zenodo.18034314
doi.org,html_landing_page,10.5281/zenodo.18034315,"Supplementary Research Data for ""Decomposition of magnetic coupling in μ-oxo-bridged metal complexes",https://doi.org/10.5281/zenodo.18034315
doi.org,html_landing_page,10.5281/zenodo.18135261,De Novo Design of a Non-Cryogenic Quantum Interface: Tuning Erbium Emission to the Telecom C-Band wi,https://doi.org/10.5281/zenodo.18135261
doi.org,html_landing_page,10.5281/zenodo.18135262,De Novo Design of a Non-Cryogenic Quantum Interface: Tuning Erbium Emission to the Telecom C-Band wi,https://doi.org/10.5281/zenodo.18135262
doi.org,html_landing_page,10.5281/zenodo.18135798,De Novo Design of a Non-Cryogenic Quantum Interface: Tuning Erbium Emission to the Telecom C-Band wi,https://doi.org/10.5281/zenodo.18135798
doi.org,html_landing_page,10.5281/zenodo.18267424,Mechanistic Insights into Luminol Chemiexcitation: The Role of the Amide Carbonyls,https://doi.org/10.5281/zenodo.18267424
doi.org,html_landing_page,10.5281/zenodo.18267425,Mechanistic Insights into Luminol Chemiexcitation: The Role of the Amide Carbonyls,https://doi.org/10.5281/zenodo.18267425
doi.org,html_landing_page,10.5281/zenodo.18877523,BOMD Structural Analysis of Dark and Bright State of Channelrhodopsin 2,https://doi.org/10.5281/zenodo.18877523
doi.org,html_landing_page,10.5281/zenodo.18886879,Nonadiabatic Surface Hopping Simulation Of Channelrhodopsin 2,https://doi.org/10.5281/zenodo.18886879
doi.org,html_landing_page,10.5281/zenodo.18993128,From Oxo to Oxyl to Biradical: Systematic Multireference Calculations of Methane Activation at MOF N,https://doi.org/10.5281/zenodo.18993128
doi.org,html_landing_page,10.5281/zenodo.18993129,From Oxo to Oxyl to Biradical: Systematic Multireference Calculations of Methane Activation at MOF N,https://doi.org/10.5281/zenodo.18993129
doi.org,html_landing_page,10.5281/zenodo.19135911,inZOR-ND vs Random Search: Comparative Validation for CASSCF Active Space Discovery on Cr₂ with Mult,https://doi.org/10.5281/zenodo.19135911
doi.org,html_landing_page,10.5281/zenodo.19151936,inZOR-ND: Comprehensive Validation for Automatic CASSCF Active Space Selection — 8 Benchmarks on 6 M,https://doi.org/10.5281/zenodo.19151936
doi.org,html_landing_page,10.5281/zenodo.19151937,inZOR-ND: Comprehensive Validation for Automatic CASSCF Active Space Selection — 5 Benchmarks on 5 M,https://doi.org/10.5281/zenodo.19151937
doi.org,html_landing_page,10.5281/zenodo.19157750,QENEX LAB: Advanced Scientific Computing & Drug Discovery Platform,https://doi.org/10.5281/zenodo.19157750
doi.org,html_landing_page,10.5281/zenodo.19316851,RASP as the Mean-Field of Orch-OR: A Derivation of the Recursive Attractor Stability Principle from ,https://doi.org/10.5281/zenodo.19316851
doi.org,html_landing_page,10.5281/zenodo.19316852,RASP as the Mean-Field of Orch-OR: A Derivation of the Recursive Attractor Stability Principle from ,https://doi.org/10.5281/zenodo.19316852
doi.org,html_landing_page,10.5281/zenodo.19317581,"The (3,5) Structural Motif in Quantum Biology: Aromatic Triads from Cryptochrome to the Proteome",https://doi.org/10.5281/zenodo.19317581
doi.org,html_landing_page,10.5281/zenodo.19317582,"The (3,5) Structural Motif in Quantum Biology: Aromatic Triads from Cryptochrome to the Proteome",https://doi.org/10.5281/zenodo.19317582
doi.org,html_landing_page,10.5281/zenodo.19398117,Ab Initio Quantum Chemistry for Electron Correlation: From Theoretical Foundations to Drug Discovery,https://doi.org/10.5281/zenodo.19398117
doi.org,html_landing_page,10.5281/zenodo.19398118,Ab Initio Quantum Chemistry for Electron Correlation: From Theoretical Foundations to Drug Discovery,https://doi.org/10.5281/zenodo.19398118
doi.org,html_landing_page,10.5281/zenodo.19411265,"QC gaps: why they matter, H₂ as a minimal diagnostic, ethylene exploration in inZOR-ND, and the disc",https://doi.org/10.5281/zenodo.19411265
doi.org,html_landing_page,10.5281/zenodo.19411266,"QC gaps: why they matter, H₂ as a minimal diagnostic, ethylene exploration in inZOR-ND, and the disc",https://doi.org/10.5281/zenodo.19411266
doi.org,html_landing_page,10.5281/zenodo.19411341,Ethylene (3D) — Quasi-Degenerate Gap Structure via inZOR-ND,https://doi.org/10.5281/zenodo.19411341
doi.org,html_landing_page,10.5281/zenodo.19411342,Ethylene (3D) — Quasi-Degenerate Gap Structure via inZOR-ND,https://doi.org/10.5281/zenodo.19411342
doi.org,html_landing_page,10.5281/zenodo.19478937,Planck,https://doi.org/10.5281/zenodo.19478937
doi.org,html_landing_page,10.5281/zenodo.19510749,"Conformal Grounding of the Non-minimal Coupling ξ, Formal Derivation of kexp = 2 from the HP Superpo",https://doi.org/10.5281/zenodo.19510749
doi.org,html_landing_page,10.5281/zenodo.19510750,"Conformal Grounding of the Non-minimal Coupling ξ, Formal Derivation of kexp = 2 from the HP Superpo",https://doi.org/10.5281/zenodo.19510750
doi.org,html_landing_page,10.5281/zenodo.19537404,"inZOR-ND: Photochemical Multi-Geometry Active Space Selection — Fulvene CAS(10,10) 12/12 vs NOON-MP2",https://doi.org/10.5281/zenodo.19537404
doi.org,html_landing_page,10.5281/zenodo.19537405,"inZOR-ND: Photochemical Multi-Geometry Active Space Selection — Fulvene CAS(10,10) 12/12 vs NOON-MP2",https://doi.org/10.5281/zenodo.19537405
doi.org,html_landing_page,10.5281/zenodo.19548906,"Data for ""Multireference Excited-State Screening Reveals Hidden Candidate Space in Organic Semicondu",https://doi.org/10.5281/zenodo.19548906
doi.org,html_landing_page,10.5281/zenodo.19548907,"Data for ""Multireference Excited-State Screening Reveals Hidden Candidate Space in Organic Semicondu",https://doi.org/10.5281/zenodo.19548907
doi.org,html_landing_page,10.5281/zenodo.19655526,"inZOR-ND: Chemistry-Consistent Active-Space Selection across CH2O, C2H4 and C4H6 — A Three-Benchmark",https://doi.org/10.5281/zenodo.19655526
doi.org,html_landing_page,10.5281/zenodo.19655527,"inZOR-ND: Chemistry-Consistent Active-Space Selection across CH2O, C2H4 and C4H6 — A Three-Benchmark",https://doi.org/10.5281/zenodo.19655527
doi.org,html_landing_page,10.5281/zenodo.20016410,"God Does Not Play Dice: Transition Metals Analysis through the Determinacy Equation, Part 3: Transit",https://doi.org/10.5281/zenodo.20016410
doi.org,html_landing_page,10.5281/zenodo.20016411,"God Does Not Play Dice: Transition Metals Analysis through the Determinacy Equation, Part 3: Transit",https://doi.org/10.5281/zenodo.20016411
doi.org,html_landing_page,10.5281/zenodo.20070120,From Oxo to Oxyl to Biradical: Systematic Multireference Calculations of Methane Activation at MOF N,https://doi.org/10.5281/zenodo.20070120
doi.org,html_landing_page,10.5281/zenodo.20083483,QENEX Verifier — Open-Source Reproducer for QENEX LAB v2 Paper Claims,https://doi.org/10.5281/zenodo.20083483
doi.org,html_landing_page,10.5281/zenodo.20204568,Mapping Proton-Coupled Electron Transfer with Real Space Coordinates,https://doi.org/10.5281/zenodo.20204568
doi.org,html_landing_page,10.5281/zenodo.20204569,Mapping Proton-Coupled Electron Transfer with Real Space Coordinates,https://doi.org/10.5281/zenodo.20204569
doi.org,html_landing_page,10.5281/zenodo.20264767,Sector-Aware VQE for Reduced Fe₄N₂ Active-Space Models: Correction of a Prior Redox-Driven Electroni,https://doi.org/10.5281/zenodo.20264767
doi.org,html_landing_page,10.5281/zenodo.20303973,QENEX Verifier — Open-Source Reproducer for QENEX LAB v2 Paper Claims,https://doi.org/10.5281/zenodo.20303973
doi.org,html_landing_page,10.5281/zenodo.20303974,QENEX Verifier — Open-Source Reproducer for QENEX LAB v2 Paper Claims,https://doi.org/10.5281/zenodo.20303974
doi.org,html_landing_page,10.5281/zenodo.20406918,SHNITSEL - Surface Hopping Nested Instances Training Set for Excited-state Learning,https://doi.org/10.5281/zenodo.20406918
doi.org,html_landing_page,10.5281/zenodo.20415504,Planck,https://doi.org/10.5281/zenodo.20415504
doi.org,html_landing_page,10.5281/zenodo.21252628,Quantum-Inspired Tensor Network and Statistical Meta-Analysis Pipeline for Topological Optimization ,https://doi.org/10.5281/zenodo.21252628
