doi,doi_link,title,year,host,oa_pdf_url,block_reason,openalex_key,detail
10.1063/1.2128372,https://doi.org/10.1063/1.2128372,Accurate ab Initio Study of the C3S Molecule,2005,aip.scitation.org,https://aip.scitation.org/doi/pdf/10.1063/1.2128372,no fetchable PDF and no Europe PMC full text,W1532877453,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.1063/1.2187974,https://doi.org/10.1063/1.2187974,The electronic structure of oxo-Mn(salen): Single-reference and multireference approaches,2006,aip.scitation.org,https://aip.scitation.org/doi/pdf/10.1063/1.2187974,"HTML landing page, not a PDF",W1972598001,1 PDF location(s) + Europe PMC tried; ValueError: not a PDF (probably an HTML landing page) | no Europe PMC OA full text
10.1063/1.2202738,https://doi.org/10.1063/1.2202738,A convenient decontraction procedure of internally contracted state-specific multireference algorithms,2006,aip.scitation.org,https://aip.scitation.org/doi/pdf/10.1063/1.2202738,"HTML landing page, not a PDF",W2009567571,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/1.2943147,https://doi.org/10.1063/1.2943147,Optical excitations of defects in realistic nanoscale silica clusters: Comparing the performance of density functional theory using hybrid functionals with correlated wavefunction methods,2008,aip.scitation.org,https://aip.scitation.org/doi/pdf/10.1063/1.2943147,"HTML landing page, not a PDF",W1981397671,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/1.3474571,https://doi.org/10.1063/1.3474571,The electronic structure of the triiodide ion from relativistic correlated calculations: A comparison of different methodologies,2010,aip.scitation.org,https://aip.scitation.org/doi/pdf/10.1063/1.3474571,"HTML landing page, not a PDF",W2035215402,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/1.3636084,https://doi.org/10.1063/1.3636084,Zero field splitting of the chalcogen diatomics using relativistic correlated wave-function methods,2011,aip.scitation.org,https://aip.scitation.org/doi/pdf/10.1063/1.3636084,"HTML landing page, not a PDF",W2076646343,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/1.3651536,https://doi.org/10.1063/1.3651536,<i>Ab initio</i>quantum dynamical study of the multi-state nonadiabatic photodissociation of pyrrole,2011,aip.scitation.org,https://aip.scitation.org/doi/pdf/10.1063/1.3651536,"HTML landing page, not a PDF",W1983551502,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/1.468587,https://doi.org/10.1063/1.468587,A theoretical study of the electronic spectrum of bithiophene,1995,aip.scitation.org,https://aip.scitation.org/doi/pdf/10.1063/1.468587,"HTML landing page, not a PDF",W2059855561,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/1.4818727,https://doi.org/10.1063/1.4818727,"Communication: Electronic UV-Vis transient spectra of the ·OH reaction products of uracil, thymine, cytosine, and 5,6-dihydrouracil by using the complete active space self-consistent field second-order perturbation (CASPT2//CASSCF) theory",2013,aip.scitation.org,https://aip.scitation.org/doi/pdf/10.1063/1.4818727,"HTML landing page, not a PDF",W1990088943,1 PDF location(s) + Europe PMC tried; ValueError: not a PDF (probably an HTML landing page) | no Europe PMC OA full text
10.1063/1.4833563,https://doi.org/10.1063/1.4833563,Solvent effects on the ultrafast nonradiative deactivation mechanisms of thymine in aqueous solution: Excited-state QM/MM molecular dynamics simulations,2013,aip.scitation.org,https://aip.scitation.org/doi/pdf/10.1063/1.4833563,"HTML landing page, not a PDF",W1992559052,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/1.4875806,https://doi.org/10.1063/1.4875806,Simulation of the single-vibronic-level emission spectrum of HPS,2014,aip.scitation.org,https://aip.scitation.org/doi/pdf/10.1063/1.4875806,"HTML landing page, not a PDF",W2090904311,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/1.4928588,https://doi.org/10.1063/1.4928588,Theoretical study of the electronic spectra of neutral and cationic NpO and NpO2,2015,aip.scitation.org,https://aip.scitation.org/doi/pdf/10.1063/1.4928588,"HTML landing page, not a PDF",W2149945995,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/1.4948956,https://doi.org/10.1063/1.4948956,Adaptive time steps in trajectory surface hopping simulations,2016,aip.scitation.org,https://aip.scitation.org/doi/pdf/10.1063/1.4948956,"HTML landing page, not a PDF",W2394874500,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/1.4972812,https://doi.org/10.1063/1.4972812,"Theoretical study of actinide monocarbides (ThC, UC, PuC, and AmC)",2016,aip.scitation.org,https://aip.scitation.org/doi/pdf/10.1063/1.4972812,"HTML landing page, not a PDF",W2561748236,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/1.4983704,https://doi.org/10.1063/1.4983704,"Photofragmentation dynamics of <i>N</i>,<i>N</i>-dimethylformamide following excitation at 193 nm",2017,aip.scitation.org,https://aip.scitation.org/doi/pdf/10.1063/1.4983704,"HTML landing page, not a PDF",W2618097110,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/1.4989465,https://doi.org/10.1063/1.4989465,"Planarizing cytosine: The <i>S</i>1 state structure, vibrations, and nonradiative dynamics of jet-cooled 5,6-trimethylenecytosine",2017,aip.scitation.org,https://aip.scitation.org/doi/pdf/10.1063/1.4989465,"HTML landing page, not a PDF",W2709439784,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/1.5025942,https://doi.org/10.1063/1.5025942,Low-lying excited states of model proteins: Performances of the CC2 method versus multireference methods,2018,aip.scitation.org,https://aip.scitation.org/doi/pdf/10.1063/1.5025942,"HTML landing page, not a PDF",W2801422235,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/1.5046906,https://doi.org/10.1063/1.5046906,"The C(3P) + NO(X2Π) → O(3P) + CN(X2Σ+), N(2D)/N(4S) + CO(X1Σ+) reaction: Rates, branching ratios, and final states from 15 K to 20 000 K",2018,aip.scitation.org,https://aip.scitation.org/doi/pdf/10.1063/1.5046906,"HTML landing page, not a PDF",W2890684701,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/1.5064716,https://doi.org/10.1063/1.5064716,Electronic spectroscopy of methyl vinyl ketone oxide: A four-carbon unsaturated Criegee intermediate from isoprene ozonolysis,2018,aip.scitation.org,https://aip.scitation.org/doi/pdf/10.1063/1.5064716,"HTML landing page, not a PDF",W2907805243,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/1.5109648,https://doi.org/10.1063/1.5109648,"Erratum: “DFT/MRCI Hamiltonian for odd and even numbers of electrons” [J. Chem. Phys. 147, 194104 (2017)]",2019,aip.scitation.org,https://aip.scitation.org/doi/pdf/10.1063/1.5109648,"HTML landing page, not a PDF",W2948720900,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/1.5115819,https://doi.org/10.1063/1.5115819,Analytic first-order derivatives of partially contracted <i>n</i> -electron valence state second-order perturbation theory (PC-NEVPT2),2019,aip.scitation.org,https://aip.scitation.org/doi/pdf/10.1063/1.5115819,"HTML landing page, not a PDF",W2973348934,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/1.5129029,https://doi.org/10.1063/1.5129029,"Mechanism of L2,3-edge x-ray magnetic circular dichroism intensity from quantum chemical calculations and experiment—A case study on V(IV)/V(III) complexes",2020,aip.scitation.org,https://aip.scitation.org/doi/pdf/10.1063/1.5129029,"HTML landing page, not a PDF",W3011447792,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/5.0010019,https://doi.org/10.1063/5.0010019,An alternative choice of the zeroth-order Hamiltonian in CASPT2 theory,2020,aip.scitation.org,https://aip.scitation.org/doi/pdf/10.1063/5.0010019,"HTML landing page, not a PDF",W3033717708,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/5.0030944,https://doi.org/10.1063/5.0030944,On the role of symmetry in XDW-CASPT2,2021,aip.scitation.org,https://aip.scitation.org/doi/pdf/10.1063/5.0030944,"HTML landing page, not a PDF",W3119100192,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/5.0038047,https://doi.org/10.1063/5.0038047,Significant bonding rearrangements triggered by Mg4 clusters,2021,aip.scitation.org,https://aip.scitation.org/doi/pdf/10.1063/5.0038047,"HTML landing page, not a PDF",W3126055729,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/5.0044693,https://doi.org/10.1063/5.0044693,Parameterization of a linear vibronic coupling model with multiconfigurational electronic structure methods to study the quantum dynamics of photoexcited pyrene,2021,aip.scitation.org,https://aip.scitation.org/doi/pdf/10.1063/5.0044693,"HTML landing page, not a PDF",W3135632232,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/5.0051211,https://doi.org/10.1063/5.0051211,Approximations of density matrices in N-electron valence state second-order perturbation theory (NEVPT2). I. Revisiting the NEVPT2 construction,2021,aip.scitation.org,https://aip.scitation.org/doi/pdf/10.1063/5.0051211,"HTML landing page, not a PDF",W3169885071,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/5.0087743,https://doi.org/10.1063/5.0087743,Rovibrational investigation of a new high-lying u+ state of Cu2 by using two-color resonant four-wave-mixing spectroscopy,2022,aip.scitation.org,https://aip.scitation.org/doi/pdf/10.1063/5.0087743,"HTML landing page, not a PDF",W4224864023,ValueError: response is not a PDF (probably an HTML landing page)
10.1007/s00894-011-1283-1,https://doi.org/10.1007/s00894-011-1283-1,Oxygenation of the phenylhalocarbenes. Are they spin-allowed or spin-forbidden reactions?,2011,americanae.aecid.es,http://americanae.aecid.es/americanae/es/registros/registro.do?tipoRegistro=MTD&idBib=3308034,no fetchable PDF and no Europe PMC full text,W2028835978,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.1016/j.cplett.2017.03.074,https://doi.org/10.1016/j.cplett.2017.03.074,"Bonding in gold-rare earth [Au2M] (M = Eu, Yb, Lu) ions. A strong covalent gold-lanthanide bond",2017,americanae.aecid.es,http://americanae.aecid.es/americanae/es/registros/registro.do?tipoRegistro=MTD&idBib=3268977,no fetchable PDF and no Europe PMC full text,W2597440433,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.1016/j.saa.2006.01.033,https://doi.org/10.1016/j.saa.2006.01.033,A simple variational-numerical approach to the ro-vibrational spectrum of diatomic molecules,2006,americanae.aecid.es,http://americanae.aecid.es/americanae/es/registros/registro.do?tipoRegistro=MTD&idBib=3264451,timeout,W1639577322,"ConnectTimeout: HTTPConnectionPool(host='americanae.aecid.es', port=80): Max retries exceeded with url: /americanae/es/registros/registro.do?tipoRegistro=MTD&idBib=3264451 (Caused by ConnectTimeoutError(<HTTPConnection(host='americanae.aecid.es', port=80) at 0x7f8ae03ac190>, 'Connection to americana"
10.1016/j.saa.2008.02.027,https://doi.org/10.1016/j.saa.2008.02.027,Theoretical ro-vibrational spectrum of CF+,2008,americanae.aecid.es,http://americanae.aecid.es/americanae/es/registros/registro.do?tipoRegistro=MTD&idBib=3262365,timeout,W1977649088,"ConnectTimeout: HTTPConnectionPool(host='americanae.aecid.es', port=80): Max retries exceeded with url: /americanae/es/registros/registro.do?tipoRegistro=MTD&idBib=3262365 (Caused by ConnectTimeoutError(<HTTPConnection(host='americanae.aecid.es', port=80) at 0x7f8ae037bb20>, 'Connection to americana"
10.1002/jcc.24260,https://doi.org/10.1002/jcc.24260,<scp>UV</scp>‐photoexcitation and ultrafast dynamics of <scp>HCFC</scp>‐132b (<scp>CF</scp><sub>2</sub><scp>C</scp>l<scp>CH</scp><sub>2</sub><scp>C</scp>l),2015,amu.hal.science,https://amu.hal.science/hal-02288778,"HTML landing page, not a PDF",W2178144556,ValueError: response is not a PDF (probably an HTML landing page)
10.1021/acs.jctc.6b00915,https://doi.org/10.1021/acs.jctc.6b00915,Evaluation of Spin-Orbit Couplings with Linear-Response Time-Dependent Density Functional Methods,2016,amu.hal.science,https://amu.hal.science/hal-02288755,"HTML landing page, not a PDF",W2562164133,ValueError: response is not a PDF (probably an HTML landing page)
10.1021/acs.jctc.9b00396,https://doi.org/10.1021/acs.jctc.9b00396,"Ultrafast Photoinduced Dynamics of 1,3-Cyclohexadiene Using XMS-CASPT2 Surface Hopping",2019,amu.hal.science,https://amu.hal.science/hal-02288616,"HTML landing page, not a PDF",W2948407800,ValueError: response is not a PDF (probably an HTML landing page)
10.1021/acs.jpca.6b05110,https://doi.org/10.1021/acs.jpca.6b05110,Why Replacing Different Oxygens of Thymine with Sulfur Causes Distinct Absorption and Intersystem Crossing,2016,amu.hal.science,https://amu.hal.science/hal-02288816,"HTML landing page, not a PDF",W2483570261,ValueError: response is not a PDF (probably an HTML landing page)
10.1021/acs.jpca.6b05180,https://doi.org/10.1021/acs.jpca.6b05180,Insights on the Auxochromic Properties of the Guanidinium Group,2016,amu.hal.science,https://amu.hal.science/hal-02288817,"HTML landing page, not a PDF",W2512267231,ValueError: response is not a PDF (probably an HTML landing page)
10.1021/acs.jpca.9b04372,https://doi.org/10.1021/acs.jpca.9b04372,Stereoselective Excited-State Isomerization and Decay Paths in <i>cis</i>-Cyclobiazobenzene,2019,amu.hal.science,https://amu.hal.science/hal-02288622,"HTML landing page, not a PDF",W2955961721,ValueError: response is not a PDF (probably an HTML landing page)
10.1002/poc.972,https://doi.org/10.1002/poc.972,The electronic spectra of 2‐(2′‐hydroxybenzoyl)pyrrole and 2‐(2′‐methoxybenzoyl)pyrrole: a theoretical study,2005,archive-ouverte.unige.ch,https://archive-ouverte.unige.ch/unige:3653,"HTML landing page, not a PDF",W2102466150,ValueError: response is not a PDF (probably an HTML landing page)
10.1007/s002140050246,https://doi.org/10.1007/s002140050246,A theoretical study of the N 8 cubane to N 8 pentalene isomerization reaction,1997,archive-ouverte.unige.ch,https://archive-ouverte.unige.ch/unige:2950,"HTML landing page, not a PDF",W1499443070,ValueError: response is not a PDF (probably an HTML landing page)
10.1021/acs.jpca.4c04148,https://doi.org/10.1021/acs.jpca.4c04148,"Improving the Accuracy in the Prediction of Transition-Metal Spin-State Energetics Using a Robust Variation-Based Approach: Density Functional Theory, CASPT2 and MC-PDFT Applied to the Case Study of Tris-Diimine Fe(II) Complexes",2024,archive-ouverte.unige.ch,https://archive-ouverte.unige.ch/unige:184257,no fetchable PDF and no Europe PMC full text,W4402765243,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.1021/ct800284g,https://doi.org/10.1021/ct800284g,"Influence of Guest−Host Interactions on the Structural, Energetic, and Mössbauer Spectroscopy Properties of Iron(II)tris(2,2′-bipyridine) in the Low-Spin and High-Spin States: A Density-Functional Theory Study of the Zeolite-Y Embedded Complex",2008,archive-ouverte.unige.ch,https://archive-ouverte.unige.ch/unige:3559,"HTML landing page, not a PDF",W2071668314,ValueError: response is not a PDF (probably an HTML landing page)
10.1021/ct900282m,https://doi.org/10.1021/ct900282m,What Active Space Adequately Describes Oxygen Activation by a Late Transition Metal? CASPT2 and RASPT2 Applied to Intermediates from the Reaction of O<sub>2</sub> with a Cu(I)-α-Ketocarboxylate,2009,archive-ouverte.unige.ch,https://archive-ouverte.unige.ch/unige:6169,"HTML landing page, not a PDF",W2135362248,ValueError: response is not a PDF (probably an HTML landing page)
10.1021/ja077322o,https://doi.org/10.1021/ja077322o,Infrared Spectra of the WH<sub>4</sub>(H<sub>2</sub>)<sub>4</sub> Complex in Solid Hydrogen,2008,archive-ouverte.unige.ch,https://archive-ouverte.unige.ch/unige:69,"HTML landing page, not a PDF",W1971929671,ValueError: response is not a PDF (probably an HTML landing page)
10.1021/jo062420y,https://doi.org/10.1021/jo062420y,Quantum Chemical Characterization of Low-Energy States of Calicene in the Gas Phase and in Solution,2007,archive-ouverte.unige.ch,https://archive-ouverte.unige.ch/unige:3197,"HTML landing page, not a PDF",W1976482384,ValueError: response is not a PDF (probably an HTML landing page)
